Sample_ID,Biosensor_Type,Pathogen_ID,Pathogen_Class,Microbial_Signature,Signal_Quality,Normalized_Data,Classification_Label
sample_0611,Optical,pathogen_0611,Bacteria,"[0.5407605292988293, 0.21764959218950994, 0.37837548918967273]",1,"[1.0, 0.4024879413290809, 0.6997098876286122]",E. coli
sample_0612,Electrochemical,pathogen_0612,Fungi,"[0.42638098469895336, 0.3784305306171469, 0.4117157156880572]",0,"[1.0, 0.8875408242802808, 0.9656052461597213]",Candida
sample_0613,Mass-based,pathogen_0613,Virus,"[0.509605550006686, 0.34057687697872085, 0.8040720591008513]",1,"[0.6337809456736369, 0.423565118479019, 1.0]",Hepatitis
sample_0614,Mass-based,pathogen_0614,Fungi,"[0.891950422161954, 0.9860696631159882, 1.0889650308934224]",1,"[0.8190808674821897, 0.9055108613607037, 1.0]",Aspergillus
sample_0615,Optical,pathogen_0615,Fungi,"[0.2591611705030455, 0.32051138791575096, 0.23479748395745043]",1,"[0.8085864661107397, 1.0, 0.7325714243238336]",Candida
sample_0616,Electrochemical,pathogen_0616,Virus,"[0.5604542926525568, 0.468931375479338, 0.530263899452894]",1,"[1.0, 0.8366986953743315, 0.9461322830506381]",Hepatitis
sample_0617,Mass-based,pathogen_0617,Virus,"[0.8213047612480409, 0.6987985793539107, 0.6991303014727145]",1,"[1.0, 0.8508395571602777, 0.8512434536606459]",HIV
sample_0618,Electrochemical,pathogen_0618,Bacteria,"[0.4741480625202808, 0.350134988923661, 0.48881438935976806]",0,"[0.9699961229482285, 0.7162943574190922, 1.0]",Salmonella
sample_0619,Electrochemical,pathogen_0619,Virus,"[0.20887424458878162, 0.3330735122057257, 0.35275139727030086]",1,"[0.5921287518777104, 0.9442159968270892, 1.0]",HIV
sample_0620,Optical,pathogen_0620,Fungi,"[0.375467307192124, 0.5061188956994611, 0.28382474868428037]",1,"[0.7418559361891135, 1.0, 0.5607867066334915]",Aspergillus
sample_0621,Optical,pathogen_0621,Fungi,"[0.22133728228360228, 0.46118085416951743, 0.24151119657636988]",1,"[0.4799359736695504, 1.0, 0.5236800148854336]",Aspergillus
sample_0622,Electrochemical,pathogen_0622,Fungi,"[0.5503946835158409, 0.5186855138037599, 0.4458976606313327]",1,"[1.0, 0.942388306679259, 0.8101416564982125]",Penicillium
sample_0623,Electrochemical,pathogen_0623,Virus,"[0.4956570647658475, 0.5041919531038843, 0.5238458068972515]",1,"[0.9461888560331018, 0.9624816052078812, 1.0]",Influenza
sample_0624,Mass-based,pathogen_0624,Bacteria,"[0.5949255700560948, 0.5105114316353269, 0.6308351060815639]",1,"[0.943076192686039, 0.8092628750583837, 1.0]",L. monocytogenes
sample_0625,Optical,pathogen_0625,Virus,"[0.33083628533275533, 0.25555530825318196, 0.8483911228651726]",1,"[0.3899572690193415, 0.30122345857430094, 1.0]",Influenza
sample_0626,Electrochemical,pathogen_0626,Virus,"[0.2501833573083869, 0.5905222176945866, 0.43796160404511886]",1,"[0.42366459688021385, 1.0, 0.7416513569208825]",Hepatitis
sample_0627,Optical,pathogen_0627,Virus,"[0.3368652398903601, 0.2874767742635426, 0.36598010372584006]",1,"[0.9204468670862768, 0.7854983681814977, 1.0]",Influenza
sample_0628,Optical,pathogen_0628,Bacteria,"[0.3869304526239278, 0.09936596089655053, 0.745725930523872]",1,"[0.5188641520781091, 0.13324729210736444, 1.0]",Salmonella
sample_0629,Mass-based,pathogen_0629,Virus,"[0.8757396872941838, 0.6977400360653918, 0.543518197243578]",1,"[1.0, 0.7967436513254683, 0.6206389925331727]",Influenza
sample_0630,Optical,pathogen_0630,Bacteria,"[0.3739940996112109, 0.1867048115588919, 0.08595261961394418]",1,"[1.0, 0.4992186019859208, 0.2298234643361942]",Salmonella
sample_0631,Mass-based,pathogen_0631,Bacteria,"[0.4759711235026783, 0.5504886044765285, 0.8418798145888122]",1,"[0.565367069330615, 0.6538802747579784, 1.0]",E. coli
sample_0632,Optical,pathogen_0632,Virus,"[0.04793171763458148, 0.3701850470421087, 0.577364209940018]",1,"[0.08301816567320838, 0.6411638280810079, 1.0]",HIV
sample_0633,Optical,pathogen_0633,Fungi,"[0.37925326345301436, 0.48838500684648967, 0.2751764002361856]",1,"[0.7765456722389149, 1.0, 0.5634415397249893]",Aspergillus
sample_0634,Electrochemical,pathogen_0634,Virus,"[0.5531385364528975, 0.48282379018627875, 0.5528212899135075]",1,"[1.0, 0.872880405842766, 0.9994264609704753]",HIV
sample_0635,Electrochemical,pathogen_0635,Bacteria,"[0.4575289082447316, 0.5956837513905154, 0.40939746685279427]",1,"[0.768073507421872, 1.0, 0.6872731812763573]",E. coli
sample_0636,Optical,pathogen_0636,Bacteria,"[0.6038086994584136, 0.429786155049237, 0.6896337470395156]",1,"[0.8755498147392948, 0.62320928593509, 1.0]",L. monocytogenes
sample_0637,Mass-based,pathogen_0637,Fungi,"[0.3399641141328314, 0.36398856591786466, 0.45533517745622876]",1,"[0.7466238739384726, 0.7993859994549944, 1.0]",Penicillium
sample_0638,Optical,pathogen_0638,Bacteria,"[0.3843609406605294, 0.23899721407452112, 0.612123001621851]",1,"[0.6279145525362477, 0.3904398518619393, 1.0]",L. monocytogenes
sample_0639,Optical,pathogen_0639,Virus,"[0.6716521348841831, 0.5749021671314679, 0.4934953446519237]",1,"[1.0, 0.8559522664669289, 0.73474841963693]",HIV
sample_0640,Mass-based,pathogen_0640,Fungi,"[0.6912128585296783, 0.768153661276245, 0.5888427218945282]",1,"[0.8998367037413663, 1.0, 0.7665689191875992]",Aspergillus
sample_0641,Mass-based,pathogen_0641,Fungi,"[0.7988873563302662, 0.4813055042415507, 0.7079309134334865]",1,"[1.0, 0.602469798060711, 0.8861460978496477]",Candida
sample_0642,Mass-based,pathogen_0642,Virus,"[0.6140597622779478, 0.6390611213272894, 0.5985150111341593]",1,"[0.9608779845699025, 1.0, 0.9365536271258085]",Influenza
sample_0643,Electrochemical,pathogen_0643,Virus,"[0.7414451437023999, 0.6018242647056623, 0.5406312539395398]",1,"[1.0, 0.8116908847773391, 0.7291588036303027]",HIV
sample_0644,Optical,pathogen_0644,Bacteria,"[0.24954428223710673, 0.28360952270680295, 0.36659414134264734]",1,"[0.6807099571290292, 0.7736335383541209, 1.0]",L. monocytogenes
sample_0645,Mass-based,pathogen_0645,Fungi,"[0.6337203751674296, 0.5137925682690322, 0.6522050697416637]",1,"[0.9716581556448867, 0.7877776363691005, 1.0]",Penicillium
sample_0646,Optical,pathogen_0646,Virus,"[0.38884759763402565, 0.6124320673655969, 0.3034265395536789]",1,"[0.6349236402768237, 1.0, 0.495445218698102]",Hepatitis
sample_0647,Electrochemical,pathogen_0647,Fungi,"[0.5193855848631406, 0.39109328684972666, 0.41710993688438625]",0,"[1.0, 0.7529921858589524, 0.8030833913003107]",Aspergillus
sample_0648,Optical,pathogen_0648,Fungi,"[0.47105898001818536, 0.3341696138384227, 0.4339219876060653]",1,"[1.0, 0.7094007927107598, 0.9211627545860895]",Penicillium
sample_0649,Electrochemical,pathogen_0649,Virus,"[0.5366504160533171, 0.519239090430782, 0.4451132575018038]",1,"[1.0, 0.9675555536682836, 0.8294287010439606]",Influenza
sample_0650,Optical,pathogen_0650,Fungi,"[0.5637211825992472, 0.3779678778558117, 0.6671621946673685]",1,"[0.8449537265526645, 0.5665307190319105, 1.0]",Candida
sample_0651,Optical,pathogen_0651,Fungi,"[0.3730659172752858, 0.4813158488611832, 0.5044435275049598]",1,"[0.7395593301008659, 0.9541520955612832, 1.0]",Candida
sample_0652,Electrochemical,pathogen_0652,Virus,"[0.5552547773567011, 0.5657026766549054, 0.4777428853538272]",1,"[0.9815311121382978, 1.0, 0.8445123296548654]",HIV
sample_0653,Mass-based,pathogen_0653,Fungi,"[0.6648082810982934, 0.743782023101032, 0.24188804920968326]",1,"[0.8938213891302785, 1.0, 0.3252136267036751]",Candida
sample_0654,Optical,pathogen_0654,Fungi,"[0.5050232650637347, 0.25601743344973027, 0.3735026569210251]",1,"[1.0, 0.5069418602278064, 0.7395751498178771]",Aspergillus
sample_0655,Electrochemical,pathogen_0655,Fungi,"[0.640078208723385, 0.3474805594238927, 0.4150920966635251]",1,"[1.0, 0.5428720345236113, 0.6485021533406249]",Aspergillus
sample_0656,Electrochemical,pathogen_0656,Fungi,"[0.4402420634266714, 0.5241539733393145, 0.45875754386799455]",1,"[0.8399098086044229, 1.0, 0.8752343151103329]",Aspergillus
sample_0657,Electrochemical,pathogen_0657,Bacteria,"[0.51390456281641, 0.5039987707906293, 0.6972600288592928]",1,"[0.7370343079283496, 0.7228275678087612, 1.0]",L. monocytogenes
sample_0658,Optical,pathogen_0658,Bacteria,"[0.37241270597299464, 0.2413876177030622, 0.27368729101764633]",1,"[1.0, 0.6481723470535034, 0.7349032045042326]",E. coli
sample_0659,Mass-based,pathogen_0659,Fungi,"[0.6001361726217822, 0.49930435365721765, 0.4277957706554635]",1,"[1.0, 0.831985100108087, 0.7128311709433801]",Penicillium
sample_0660,Optical,pathogen_0660,Virus,"[0.08794647966340002, 0.5003405613476093, 0.4536490079449453]",1,"[0.17577323618642146, 1.0, 0.9066804552545056]",Influenza
sample_0661,Electrochemical,pathogen_0661,Virus,"[0.5027967069762425, 0.317772403549621, 0.25859761373530477]",1,"[1.0, 0.6320097151404693, 0.5143184315793932]",Influenza
sample_0662,Mass-based,pathogen_0662,Virus,"[0.5148635175367354, 0.546548231804512, 1.0480523766861973]",1,"[0.4912574304393695, 0.5214894254928604, 1.0]",HIV
sample_0663,Electrochemical,pathogen_0663,Bacteria,"[0.64216596374179, 0.5644693397594112, 0.5618109952486883]",1,"[1.0, 0.8790084987848716, 0.8748688453917937]",Salmonella
sample_0664,Mass-based,pathogen_0664,Bacteria,"[0.43712393114905523, 0.6647792694554864, 0.5598825293744245]",1,"[0.6575474766340094, 1.0, 0.8422081660774686]",Salmonella
sample_0665,Mass-based,pathogen_0665,Fungi,"[0.6318341964894654, 0.8827772735479804, 0.9539028893313023]",1,"[0.6623674207889116, 0.9254372572105513, 1.0]",Candida
sample_0666,Mass-based,pathogen_0666,Bacteria,"[0.787234396893765, 0.3762787346467566, 0.5910716450343787]",1,"[1.0, 0.4779754748159643, 0.7508204003364225]",Salmonella
sample_0667,Optical,pathogen_0667,Bacteria,"[0.4403747471763636, 0.5813941780730482, 0.47272281869287347]",1,"[0.7574460904234125, 1.0, 0.8130848854724498]",L. monocytogenes
sample_0668,Optical,pathogen_0668,Virus,"[0.29621987694655083, 0.5243617373670902, 0.4108936323058105]",1,"[0.5649151260233467, 1.0, 0.7836071990473171]",Influenza
sample_0669,Mass-based,pathogen_0669,Virus,"[0.7665773934609991, 0.5801507593934607, 0.6842847861783465]",1,"[1.0, 0.7568065068735644, 0.8926493163187191]",HIV
sample_0670,Mass-based,pathogen_0670,Fungi,"[0.5892661807084428, 0.5528547063090011, 0.8237154106849044]",1,"[0.7153759333195899, 0.6711719838400407, 1.0]",Penicillium
sample_0671,Mass-based,pathogen_0671,Fungi,"[0.30569324997038516, 0.768101148646308, 0.5284897403453316]",1,"[0.3979856696076229, 1.0, 0.6880470642137894]",Candida
sample_0672,Electrochemical,pathogen_0672,Virus,"[0.5431624398124812, 0.5349510487199437, 0.45348356450875216]",1,"[1.0, 0.9848822553058485, 0.8348949251080591]",Hepatitis
sample_0673,Optical,pathogen_0673,Fungi,"[0.38561249338106485, 0.43848688146121345, 0.510409761137776]",1,"[0.7554959225730317, 0.8590879619617066, 1.0]",Penicillium
sample_0674,Optical,pathogen_0674,Virus,"[0.46553635616853606, 0.3082107455718069, 0.27116973657207155]",1,"[1.0, 0.6620551574284066, 0.5824888496440033]",HIV
sample_0675,Electrochemical,pathogen_0675,Bacteria,"[0.4978552676310972, 0.5184086839165948, 0.721460490447305]",1,"[0.6900658791757638, 0.7185545026799482, 1.0]",L. monocytogenes
sample_0676,Mass-based,pathogen_0676,Virus,"[0.3221389803973567, 0.5183230928266962, 0.6887849586717584]",1,"[0.4676916595544773, 0.7525180193049249, 1.0]",Influenza
sample_0677,Electrochemical,pathogen_0677,Fungi,"[0.6429495435528076, 0.5044682651512293, 0.5308519145035283]",1,"[1.0, 0.7846156361876251, 0.8256509703236575]",Penicillium
sample_0678,Electrochemical,pathogen_0678,Fungi,"[0.41603103930452345, 0.4594974466354713, 0.5262623189278954]",1,"[0.7905392887563454, 0.8731338538004433, 1.0]",Penicillium
sample_0679,Electrochemical,pathogen_0679,Bacteria,"[0.465559590045769, 0.5400750379276226, 0.4917322915313799]",1,"[0.8620276023720992, 1.0, 0.910488833955845]",E. coli
sample_0680,Optical,pathogen_0680,Virus,"[0.20062925330745388, 0.4294080937065261, 0.3036086293411221]",1,"[0.46722280331439575, 1.0, 0.7070398387707612]",HIV
sample_0681,Electrochemical,pathogen_0681,Virus,"[0.6165481019843255, 0.58105800272497, 0.40323677761886556]",1,"[1.0, 0.9424374203000015, 0.6540232243373559]",Hepatitis
sample_0682,Optical,pathogen_0682,Bacteria,"[0.4451967409899798, 0.043144197054321154, 0.05217954807300995]",1,"[1.0, 0.0969104063034734, 0.1172055930979611]",L. monocytogenes
sample_0683,Optical,pathogen_0683,Bacteria,"[0.3510243854481716, 0.031076692304019715, 0.5442262852484474]",0,"[0.6449971178586564, 0.05710251993769971, 1.0]",Salmonella
sample_0684,Optical,pathogen_0684,Fungi,"[0.6739113257591709, 0.08198276176789882, 0.6192029675460258]",1,"[1.0, 0.1216521501186288, 0.9188196486362425]",Aspergillus
sample_0685,Mass-based,pathogen_0685,Bacteria,"[0.5609623443941193, 0.8573614817161412, 0.8215899981947369]",1,"[0.6542891841505016, 1.0, 0.9582772444479285]",Salmonella
sample_0686,Mass-based,pathogen_0686,Virus,"[0.6520878396371355, 0.3766740923206344, 0.4191760075750409]",1,"[1.0, 0.577643178456204, 0.6428213840152242]",HIV
sample_0687,Electrochemical,pathogen_0687,Virus,"[0.3251157097271612, 0.48264526145929126, 0.464505656276226]",1,"[0.6736121447544411, 1.0, 0.9624162783071366]",Influenza
sample_0688,Mass-based,pathogen_0688,Virus,"[0.7320174773388175, 0.8243415718281865, 0.3109514332042102]",0,"[0.8880026221598689, 1.0, 0.3772118789479421]",HIV
sample_0689,Electrochemical,pathogen_0689,Virus,"[0.5148662047420669, 0.45762988505218216, 0.5714530669677903]",1,"[0.9009772359329854, 0.800817970022333, 1.0]",Influenza
sample_0690,Optical,pathogen_0690,Virus,"[0.5914253675007564, 0.2529208915948089, 0.4199262224320206]",1,"[1.0, 0.42764633628009785, 0.7100240292474157]",HIV
sample_0691,Mass-based,pathogen_0691,Virus,"[0.7069918611171058, 0.7888674372258094, 0.4208969677763156]",1,"[0.8962112362038501, 1.0, 0.5335458759160773]",Influenza
sample_0692,Optical,pathogen_0692,Virus,"[0.3463331237454935, 0.4472057060658231, 0.08481805941666909]",0,"[0.77443806965763, 1.0, 0.1896622924667802]",Influenza
sample_0693,Optical,pathogen_0693,Fungi,"[0.4794196617405828, 0.18175000164140565, 0.1420356820703989]",1,"[1.0, 0.3791041881376817, 0.29626586768411545]",Penicillium
sample_0694,Mass-based,pathogen_0694,Virus,"[0.742074727124592, 0.6240810669931369, 0.635682566148827]",1,"[1.0, 0.8409949081696131, 0.8566287772822884]",Hepatitis
sample_0695,Mass-based,pathogen_0695,Virus,"[0.6432839410293838, 0.6192152489593952, 0.6219680648157454]",1,"[1.0, 0.9625846526939972, 0.9668639696188767]",Influenza
sample_0696,Electrochemical,pathogen_0696,Fungi,"[0.6687466885393307, 0.663613244484703, 0.48949679420934683]",0,"[1.0, 0.9923237839639399, 0.7319614475826421]",Aspergillus
sample_0697,Mass-based,pathogen_0697,Fungi,"[0.7892823558857557, 0.4818852538496873, 0.5612590506193533]",1,"[1.0, 0.6105359511158736, 0.7111004654215183]",Candida
sample_0698,Mass-based,pathogen_0698,Fungi,"[0.43947936242350244, 0.5236456608879461, 0.4670434455222902]",1,"[0.8392686032732081, 1.0, 0.8919074106912765]",Penicillium
sample_0699,Optical,pathogen_0699,Fungi,"[0.45138070281613313, 0.2978631570839617, 0.42035484484405083]",1,"[1.0, 0.6598934230586597, 0.9312645450314688]",Candida
sample_0700,Electrochemical,pathogen_0700,Bacteria,"[0.3133068736195631, 0.6385055034382434, 0.46795642926535735]",0,"[0.4906878201244295, 1.0, 0.7328933372468861]",Salmonella
sample_0701,Optical,pathogen_0701,Virus,"[0.3341331576408292, 0.28043942716122267, 0.6795346343848717]",1,"[0.49170879707006127, 0.412693353614098, 1.0]",Hepatitis
sample_0702,Mass-based,pathogen_0702,Virus,"[0.6807382731084393, 0.49885089609610905, 0.6712603991198575]",1,"[1.0, 0.7328086517278041, 0.9860770660869365]",HIV
sample_0703,Mass-based,pathogen_0703,Fungi,"[0.41409303132709707, 0.6151685919198696, 0.439627833370576]",1,"[0.6731374728263693, 1.0, 0.7146460972569303]",Penicillium
sample_0704,Optical,pathogen_0704,Virus,"[0.12174110244873931, 0.4542952144398748, 0.45493319191700987]",1,"[0.267602154803749, 0.998597645789601, 1.0]",Hepatitis
sample_0705,Mass-based,pathogen_0705,Virus,"[0.6323070498623677, 0.8886144906700781, 0.5952069846236334]",1,"[0.7115650898125278, 1.0, 0.669814628135093]",Influenza
sample_0706,Optical,pathogen_0706,Bacteria,"[0.22359695668845056, 0.5424773063025659, 0.42205841033307034]",1,"[0.4121775309135968, 1.0, 0.7780203990647084]",Salmonella
sample_0707,Electrochemical,pathogen_0707,Virus,"[0.4394400835830137, 0.32186908352666777, 0.3629930567129569]",1,"[1.0, 0.7324527177909663, 0.8260353806445258]",Hepatitis
sample_0708,Optical,pathogen_0708,Bacteria,"[0.27042788766590087, 0.5433999360611693, 0.47994616698454884]",1,"[0.4976590347545779, 1.0, 0.8832282360271061]",Salmonella
sample_0709,Electrochemical,pathogen_0709,Virus,"[0.4986027217608961, 0.6166058592464958, 0.4870294624015327]",1,"[0.8086246899602904, 1.0, 0.7898553915733011]",Influenza
sample_0710,Mass-based,pathogen_0710,Fungi,"[0.5569026680154586, 0.5878543008488086, 0.8220001421336478]",1,"[0.6774970458884819, 0.7151510939194342, 1.0]",Candida
sample_0711,Optical,pathogen_0711,Fungi,"[0.22564722633339862, 0.32876071581281247, 0.5061896779265536]",1,"[0.4457760325293304, 0.6494812718415696, 1.0]",Candida
sample_0712,Optical,pathogen_0712,Virus,"[0.5087178232658177, 0.09799754997569554, 0.35388339439651867]",1,"[1.0, 0.19263636046124805, 0.6956378923873595]",HIV
sample_0713,Electrochemical,pathogen_0713,Fungi,"[0.48275928135549545, 0.3400462496212161, 0.5846399594616927]",1,"[0.825737744303342, 0.5816336090579811, 1.0]",Aspergillus
sample_0714,Mass-based,pathogen_0714,Bacteria,"[0.6276998099718473, 0.5674156597986734, 0.3813362826929334]",1,"[1.0, 0.9039602223618999, 0.6075137775014406]",Salmonella
sample_0715,Optical,pathogen_0715,Virus,"[0.684533940376028, 0.5491133809925564, 0.11923305583629551]",1,"[1.0, 0.8021711541299436, 0.17418136458040115]",Hepatitis
sample_0716,Mass-based,pathogen_0716,Bacteria,"[0.5009621137624082, 0.6561921386165416, 0.925914763026692]",1,"[0.5410456056719841, 0.7086960536967106, 1.0]",Salmonella
sample_0717,Optical,pathogen_0717,Virus,"[0.5308024499493124, 0.4137945242113143, 0.32921466776696745]",1,"[1.0, 0.7795640812336653, 0.6202207013144061]",Hepatitis
sample_0718,Electrochemical,pathogen_0718,Virus,"[0.512291593657952, 0.3779507398763958, 0.6131852923334624]",1,"[0.8354596890418525, 0.6163728070484421, 1.0]",HIV
sample_0719,Electrochemical,pathogen_0719,Virus,"[0.48361271992117777, 0.6469055366840819, 0.38853301044857536]",1,"[0.7475785760005813, 1.0, 0.6006023884725484]",Influenza
sample_0720,Optical,pathogen_0720,Fungi,"[0.42578445569901724, 0.0904482641639825, 0.30173188866608125]",1,"[1.0, 0.2124273513355299, 0.7086493755877563]",Penicillium
sample_0721,Mass-based,pathogen_0721,Virus,"[0.5368872608633259, 0.3858459782064605, 0.8689889267360817]",1,"[0.61782980696874, 0.44401714030545375, 1.0]",Hepatitis
sample_0722,Electrochemical,pathogen_0722,Bacteria,"[0.4495286592179936, 0.4917959318503148, 0.5228643973703367]",1,"[0.8597423375521961, 0.9405802619641424, 1.0]",L. monocytogenes
sample_0723,Mass-based,pathogen_0723,Virus,"[0.6397925090964734, 0.6235151263652017, 0.6456401362546602]",1,"[0.9909429001856844, 0.9657316690102243, 1.0]",HIV
sample_0724,Optical,pathogen_0724,Virus,"[0.7148249150238379, 0.1688523778983118, 0.3235317861289308]",1,"[1.0, 0.2362150148231486, 0.4526028392814787]",HIV
sample_0725,Mass-based,pathogen_0725,Bacteria,"[0.6824859258860461, 0.5072386533069084, 0.6913450340526767]",1,"[0.9871856920491663, 0.7336982668892067, 1.0]",Salmonella
sample_0726,Mass-based,pathogen_0726,Virus,"[0.6107035019427122, 0.502986858080771, 0.7641400303088856]",1,"[0.7992036507966344, 0.6582391160393083, 1.0]",HIV
sample_0727,Optical,pathogen_0727,Bacteria,"[0.21558418012149883, 0.3554342807860774, 0.4417116353726359]",1,"[0.4880654319636116, 0.8046749334239897, 1.0]",Salmonella
sample_0728,Optical,pathogen_0728,Fungi,"[0.6941964342732765, 0.5260139150240644, 0.5192971146377529]",0,"[1.0, 0.7577306495022912, 0.7480550014368512]",Aspergillus
sample_0729,Optical,pathogen_0729,Bacteria,"[0.6270490825863665, 0.8513907113936598, 0.46033347810257313]",1,"[0.7364997928623584, 1.0, 0.5406841676121217]",Salmonella
sample_0730,Electrochemical,pathogen_0730,Fungi,"[0.5437161354886227, 0.35926382920340244, 0.42016512378007514]",1,"[1.0, 0.6607562397988096, 0.7727655965230539]",Candida
sample_0731,Mass-based,pathogen_0731,Virus,"[0.6319013758628662, 0.6771210382413819, 0.601893305809674]",1,"[0.9332177560219364, 1.0, 0.8889006127662356]",Hepatitis
sample_0732,Electrochemical,pathogen_0732,Virus,"[0.4658554173496989, 0.5430656651209614, 0.44150159246106657]",1,"[0.8578252083860524, 1.0, 0.812980125272194]",Influenza
sample_0733,Optical,pathogen_0733,Bacteria,"[0.5783700213136315, 0.336664848938148, 0.03573976050159505]",0,"[1.0, 0.582092495343194, 0.06179393672656234]",L. monocytogenes
sample_0734,Electrochemical,pathogen_0734,Fungi,"[0.5340702998725173, 0.4905947631855767, 0.6624803939428049]",1,"[0.8061677066304639, 0.7405423129064437, 1.0]",Penicillium
sample_0735,Optical,pathogen_0735,Virus,"[0.5030790715535883, 0.2607088831741994, 0.23532043959737034]",1,"[1.0, 0.5182264536846838, 0.46776034405618055]",HIV
sample_0736,Electrochemical,pathogen_0736,Virus,"[0.6632431716551397, 0.73744930435085, 0.3509001107518559]",1,"[0.8993745980124949, 1.0, 0.47582946879411675]",Influenza
sample_0737,Mass-based,pathogen_0737,Virus,"[0.6122893418983691, 0.6896310234754953, 0.6512528179191497]",1,"[0.8878506346954179, 1.0, 0.944349653292955]",HIV
sample_0738,Mass-based,pathogen_0738,Fungi,"[0.41900844951979577, 0.5349717012720143, 0.640945671503436]",1,"[0.6537347362639137, 0.8346599798656202, 1.0]",Candida
sample_0739,Optical,pathogen_0739,Bacteria,"[0.559795718448955, 0.32389410049570083, 0.6048518417200244]",1,"[0.925508826850981, 0.5354932863800816, 1.0]",Salmonella
sample_0740,Optical,pathogen_0740,Virus,"[0.6839779477411376, 0.36171364077443957, -0.06390199164237603]",1,"[1.0, 0.5288381620621135, -0.09342697648866416]",Influenza
sample_0741,Electrochemical,pathogen_0741,Bacteria,"[0.49587159084142185, 0.4043924837275788, 0.42752245528472355]",1,"[1.0, 0.8155185560063719, 0.8621636390971305]",L. monocytogenes
sample_0742,Optical,pathogen_0742,Virus,"[-0.07784370514478167, 0.21529032732701733, 0.4609556407324514]",1,"[-0.1688746123620252, 0.46705215925967264, 1.0]",Influenza
sample_0743,Optical,pathogen_0743,Virus,"[0.4689087903553293, 0.3018976102433586, 0.5707644275884252]",1,"[0.8215452254734008, 0.5289355742069041, 1.0]",HIV
sample_0744,Electrochemical,pathogen_0744,Virus,"[0.3846335392780868, 0.4541015124024799, 0.4973693902136512]",1,"[0.7733357678341699, 0.9130065527502909, 1.0]",HIV
sample_0745,Electrochemical,pathogen_0745,Fungi,"[0.504000454563069, 0.47673123964537173, 0.4636108544114215]",1,"[1.0, 0.9458944636442091, 0.9198619767383698]",Penicillium
sample_0746,Electrochemical,pathogen_0746,Bacteria,"[0.5979789820880583, 0.6280344008345441, 0.4303605062149422]",1,"[0.9521436744443497, 1.0, 0.6852498933865262]",Salmonella
sample_0747,Mass-based,pathogen_0747,Bacteria,"[0.6446739193831053, 0.6570053244338332, 0.5885212483488639]",1,"[0.9812308902346348, 1.0, 0.8957632860220963]",E. coli
sample_0748,Electrochemical,pathogen_0748,Virus,"[0.4401563783142942, 0.5348241890981271, 0.5337497598350863]",0,"[0.8229926530745159, 1.0, 0.9979910608290687]",Influenza
sample_0749,Mass-based,pathogen_0749,Fungi,"[0.6173236455053897, 0.3525061584831578, 0.8795136904673886]",1,"[0.7018920253274663, 0.4007966701414619, 1.0]",Penicillium
sample_0750,Mass-based,pathogen_0750,Bacteria,"[0.5857262460936982, 0.7403777908469104, 0.4861407267536385]",1,"[0.7911180661209355, 1.0, 0.6566117092701379]",L. monocytogenes
sample_0751,Electrochemical,pathogen_0751,Fungi,"[0.4152051324652686, 0.6268747298471551, 0.605408783315265]",1,"[0.6623414738164738, 1.0, 0.965757199150261]",Penicillium
sample_0752,Electrochemical,pathogen_0752,Virus,"[0.4244381697109605, 0.5693076076052035, 0.524399304750953]",1,"[0.7455339855660154, 1.0, 0.921117683560988]",Influenza
sample_0753,Electrochemical,pathogen_0753,Bacteria,"[0.3720094466388866, 0.5481263898696783, 0.5673044962744271]",1,"[0.6557491595464655, 0.9661943338529938, 1.0]",L. monocytogenes
sample_0754,Electrochemical,pathogen_0754,Virus,"[0.5258043286630996, 0.4346242581205515, 0.38416815958482725]",1,"[1.0, 0.8265893497408421, 0.7306295110989408]",Influenza
sample_0755,Electrochemical,pathogen_0755,Virus,"[0.6640715977879962, 0.4945392953099545, 0.5001561020031123]",1,"[1.0, 0.7447077949986883, 0.7531659291996801]",HIV
sample_0756,Optical,pathogen_0756,Bacteria,"[0.6748937240194315, 0.41021036436091307, 0.16498631950523387]",1,"[1.0, 0.6078147562520559, 0.2444626666886646]",Salmonella
sample_0757,Mass-based,pathogen_0757,Bacteria,"[0.5573911521978642, 0.7484639030750629, 0.6158792003789686]",1,"[0.7447134723636282, 1.0, 0.8228575858483351]",L. monocytogenes
sample_0758,Electrochemical,pathogen_0758,Virus,"[0.48578284917904707, 0.555233168092929, 0.5483994001685394]",1,"[0.874916840518688, 1.0, 0.987692075479097]",Influenza
sample_0759,Optical,pathogen_0759,Bacteria,"[0.36950165666227525, 0.3987504033610655, 0.2086379971045343]",1,"[0.9266489852994437, 1.0, 0.5232295575024514]",L. monocytogenes
sample_0760,Electrochemical,pathogen_0760,Bacteria,"[0.44391753666768946, 0.6421919913590228, 0.4184016054635343]",1,"[0.6912536167389133, 1.0, 0.6515210577106424]",Salmonella
sample_0761,Mass-based,pathogen_0761,Fungi,"[0.7392252812533255, 0.46689756795841814, 0.5189130415214269]",0,"[1.0, 0.6316038964019369, 0.7019687430625094]",Aspergillus
sample_0762,Optical,pathogen_0762,Fungi,"[0.6752279998171645, 0.2649767212049684, 0.5993080078357571]",1,"[1.0, 0.392425552963914, 0.8875639161854]",Candida
sample_0763,Mass-based,pathogen_0763,Bacteria,"[0.8212180791927619, 0.7309164658889871, 0.6978349069220064]",1,"[1.0, 0.8900394236418429, 0.849755898710805]",E. coli
